date,health_reg_name,admissions,respiratory
2020-08-21,Sør-Øst,8,0
2020-08-24,Sør-Øst,11,1
2020-08-25,Sør-Øst,11,1
2020-08-26,Sør-Øst,11,1
2020-08-27,Sør-Øst,11,0
2020-08-28,Sør-Øst,12,0
2020-08-31,Sør-Øst,10,0
2020-09-01,Sør-Øst,9,0
2020-09-02,Sør-Øst,9,0
2020-09-03,Sør-Øst,10,0
2020-09-04,Sør-Øst,12,0
2020-09-07,Sør-Øst,11,0
2020-09-08,Sør-Øst,9,0
2020-09-09,Sør-Øst,13,0
2020-09-10,Sør-Øst,9,0
2020-09-11,Sør-Øst,13,0
2020-09-14,Sør-Øst,15,0
2020-09-15,Sør-Øst,12,0
2020-09-16,Sør-Øst,9,0
2020-09-17,Sør-Øst,15,0
2020-09-18,Sør-Øst,13,0
2020-09-21,Sør-Øst,17,0
2020-09-22,Sør-Øst,16,0
2020-09-23,Sør-Øst,15,0
2020-09-24,Sør-Øst,16,0
2020-09-25,Sør-Øst,12,0
2020-09-28,Sør-Øst,16,0
2020-09-29,Sør-Øst,17,1
2020-09-30,Sør-Øst,19,1
2020-10-01,Sør-Øst,16,1
2020-10-02,Sør-Øst,17,1
2020-10-05,Sør-Øst,20,1
2020-10-06,Sør-Øst,17,1
2020-10-07,Sør-Øst,17,2
2020-10-08,Sør-Øst,18,1
2020-10-09,Sør-Øst,15,1
2020-10-12,Sør-Øst,25,1
2020-10-13,Sør-Øst,23,1
2020-10-14,Sør-Øst,18,1
2020-10-15,Sør-Øst,19,2
2020-10-16,Sør-Øst,21,3
2020-10-19,Sør-Øst,20,3
2020-10-20,Sør-Øst,21,3
2020-10-21,Sør-Øst,27,2
2020-10-22,Sør-Øst,31,4
2020-10-23,Sør-Øst,34,3
2020-10-26,Sør-Øst,38,3
2020-10-27,Sør-Øst,38,3
2020-10-28,Sør-Øst,37,1
2020-10-29,Sør-Øst,35,2
2020-10-30,Sør-Øst,44,3
2020-10-31,Sør-Øst,44,3
2020-11-01,Sør-Øst,44,3
2020-11-02,Sør-Øst,47,2
2020-11-03,Sør-Øst,46,2
2020-11-04,Sør-Øst,53,2
2020-11-05,Sør-Øst,55,3
2020-11-06,Sør-Øst,69,6
2020-11-07,Sør-Øst,74,8
2020-11-08,Sør-Øst,78,8
2020-11-09,Sør-Øst,77,12
2020-11-10,Sør-Øst,83,9
2020-11-11,Sør-Øst,75,9
2020-11-12,Sør-Øst,89,10
2020-11-13,Sør-Øst,90,11
2020-11-14,Sør-Øst,99,11
2020-11-15,Sør-Øst,106,11
2020-11-16,Sør-Øst,104,13
2020-11-17,Sør-Øst,111,12
2020-11-18,Sør-Øst,112,11
2020-11-19,Sør-Øst,109,12
2020-11-20,Sør-Øst,103,13
2020-11-21,Sør-Øst,101,15
2020-11-22,Sør-Øst,104,16
2020-11-23,Sør-Øst,108,17
2020-11-24,Sør-Øst,103,18
2020-11-25,Sør-Øst,93,17
2020-11-26,Sør-Øst,100,17
2020-11-27,Sør-Øst,101,16
2020-11-28,Sør-Øst,98,16
2020-11-29,Sør-Øst,106,16
2020-11-30,Sør-Øst,109,15
2020-12-01,Sør-Øst,108,13
2020-12-02,Sør-Øst,109,13
2020-12-03,Sør-Øst,95,13
2020-12-04,Sør-Øst,112,15
2020-12-05,Sør-Øst,118,15
2020-12-06,Sør-Øst,120,15
2020-12-07,Sør-Øst,138,16
2020-12-08,Sør-Øst,125,18
2020-12-09,Sør-Øst,115,18
2020-12-10,Sør-Øst,118,18
2020-12-11,Sør-Øst,115,20
2020-12-12,Sør-Øst,105,19
2020-12-13,Sør-Øst,110,18
2020-12-14,Sør-Øst,122,19
2020-12-15,Sør-Øst,116,19
2020-12-16,Sør-Øst,119,18
2020-12-17,Sør-Øst,112,20
2020-12-18,Sør-Øst,111,18
2020-12-19,Sør-Øst,121,19
2020-12-20,Sør-Øst,123,19
2020-12-21,Sør-Øst,128,19
2020-12-22,Sør-Øst,122,19
2020-12-23,Sør-Øst,118,17
2020-12-24,Sør-Øst,112,15
2020-12-25,Sør-Øst,101,12
2020-12-26,Sør-Øst,101,11
2020-12-27,Sør-Øst,115,11
2020-12-28,Sør-Øst,125,11
2020-12-29,Sør-Øst,127,11
2020-12-30,Sør-Øst,123,10
2020-12-31,Sør-Øst,115,12
2021-01-01,Sør-Øst,101,11
2021-01-02,Sør-Øst,101,11
2021-01-03,Sør-Øst,101,11
2021-01-04,Sør-Øst,97,10
2021-01-05,Sør-Øst,93,9
2021-01-06,Sør-Øst,94,10
2021-01-07,Sør-Øst,90,14
2021-01-08,Sør-Øst,95,15
2021-01-09,Sør-Øst,93,13
2021-01-10,Sør-Øst,108,13
2021-01-11,Sør-Øst,113,11
2021-01-12,Sør-Øst,116,14
2021-01-13,Sør-Øst,122,17
2021-01-14,Sør-Øst,123,16
2021-01-15,Sør-Øst,116,17
2021-01-16,Sør-Øst,113,17
2021-01-17,Sør-Øst,119,18
2021-01-18,Sør-Øst,116,15
2021-01-19,Sør-Øst,105,16
2021-01-20,Sør-Øst,99,16
2021-01-21,Sør-Øst,101,16
2021-01-22,Sør-Øst,105,14
2021-01-23,Sør-Øst,102,16
2021-01-24,Sør-Øst,107,15
2021-01-25,Sør-Øst,107,18
2021-01-26,Sør-Øst,101,16
2021-01-27,Sør-Øst,104,19
2021-01-28,Sør-Øst,88,16
2021-01-29,Sør-Øst,79,15
2021-01-30,Sør-Øst,74,16
2021-01-31,Sør-Øst,76,16
2021-02-01,Sør-Øst,78,16
2021-02-02,Sør-Øst,73,18
2021-02-03,Sør-Øst,73,17
2021-02-04,Sør-Øst,75,18
2021-02-05,Sør-Øst,75,18
2021-02-06,Sør-Øst,69,16
2021-02-07,Sør-Øst,73,17
2021-02-08,Sør-Øst,73,14
2021-02-09,Sør-Øst,73,15
2021-02-10,Sør-Øst,64,14
2021-02-11,Sør-Øst,59,13
2021-02-12,Sør-Øst,60,11
2021-02-13,Sør-Øst,57,9
2021-02-14,Sør-Øst,65,8
2021-02-15,Sør-Øst,67,11
2021-02-16,Sør-Øst,58,10
2021-02-17,Sør-Øst,52,11
2021-02-18,Sør-Øst,57,9
2021-02-19,Sør-Øst,59,11
2021-02-20,Sør-Øst,59,12
2021-02-21,Sør-Øst,64,13
2021-02-22,Sør-Øst,73,13
2021-02-23,Sør-Øst,72,13
2021-02-24,Sør-Øst,75,14
2021-02-25,Sør-Øst,73,13
2021-02-26,Sør-Øst,80,15
2021-02-27,Sør-Øst,80,15
2021-02-28,Sør-Øst,80,14
2021-03-01,Sør-Øst,86,16
2021-03-02,Sør-Øst,95,17
2021-03-03,Sør-Øst,86,18
2021-03-04,Sør-Øst,92,14
2021-03-05,Sør-Øst,101,16
2021-03-06,Sør-Øst,112,16
2021-03-07,Sør-Øst,122,13
2021-03-08,Sør-Øst,128,12
2021-03-09,Sør-Øst,135,16
2021-03-10,Sør-Øst,141,17
2021-03-11,Sør-Øst,140,18
2021-03-12,Sør-Øst,144,19
2021-03-13,Sør-Øst,159,21
2021-03-14,Sør-Øst,177,23
2021-03-15,Sør-Øst,193,24
2021-03-16,Sør-Øst,197,29
2021-03-17,Sør-Øst,199,30
2021-03-18,Sør-Øst,195,34
2021-03-19,Sør-Øst,206,35
2021-03-20,Sør-Øst,201,38
2021-03-21,Sør-Øst,212,36
2021-03-22,Sør-Øst,233,42
2021-03-23,Sør-Øst,228,43
2021-03-24,Sør-Øst,234,42
2021-03-25,Sør-Øst,213,39
2021-03-26,Sør-Øst,224,39
2021-03-27,Sør-Øst,225,41
2021-03-28,Sør-Øst,232,41
2021-03-29,Sør-Øst,248,47
2021-03-30,Sør-Øst,250,50
2021-03-31,Sør-Øst,253,52
2021-04-01,Sør-Øst,249,55
2021-04-02,Sør-Øst,253,57
2021-04-03,Sør-Øst,268,57
2021-04-04,Sør-Øst,264,58
2021-04-05,Sør-Øst,258,60
2021-04-06,Sør-Øst,257,53
2021-04-07,Sør-Øst,269,47
2021-04-08,Sør-Øst,261,54
2021-04-09,Sør-Øst,246,55
2021-04-10,Sør-Øst,241,51
2021-04-11,Sør-Øst,242,50
2021-04-12,Sør-Øst,250,50
2021-04-13,Sør-Øst,226,49
2021-04-14,Sør-Øst,219,45
2021-04-15,Sør-Øst,208,42
2021-04-16,Sør-Øst,199,43
2021-04-17,Sør-Øst,180,41
2021-04-18,Sør-Øst,173,37
2021-04-19,Sør-Øst,181,36
2021-04-20,Sør-Øst,168,36
2021-04-21,Sør-Øst,165,33
2021-04-22,Sør-Øst,154,32
2021-04-23,Sør-Øst,156,31
2021-04-24,Sør-Øst,152,29
2021-04-25,Sør-Øst,161,30
2020-03-08,Vest,0,0
2020-03-09,Vest,0,0
2020-03-10,Vest,0,0
2020-03-11,Vest,1,0
2020-03-12,Vest,0,0
2020-03-13,Vest,3,0
2020-03-14,Vest,5,0
2020-03-15,Vest,6,0
2020-03-16,Vest,6,0
2020-03-17,Vest,13,1
2020-03-18,Vest,17,1
2020-03-19,Vest,18,1
2020-03-20,Vest,26,2
2020-03-21,Vest,32,3
2020-03-22,Vest,35,3
2020-03-23,Vest,36,7
2020-03-24,Vest,44,6
2020-03-25,Vest,46,10
2020-03-26,Vest,47,12
2020-03-27,Vest,46,13
2020-03-28,Vest,40,14
2020-03-29,Vest,42,14
2020-03-30,Vest,45,15
2020-03-31,Vest,40,15
2020-04-01,Vest,42,13
2020-04-02,Vest,42,13
2020-04-03,Vest,42,13
2020-04-04,Vest,37,13
2020-04-05,Vest,35,13
2020-04-06,Vest,33,11
2020-04-07,Vest,24,10
2020-04-08,Vest,25,9
2020-04-09,Vest,27,9
2020-04-10,Vest,27,9
2020-04-11,Vest,23,9
2020-04-12,Vest,24,9
2020-04-13,Vest,22,8
2020-04-14,Vest,22,8
2020-04-15,Vest,24,8
2020-04-16,Vest,23,8
2020-04-17,Vest,21,7
2020-04-18,Vest,18,7
2020-04-19,Vest,24,9
2020-04-20,Vest,24,7
2020-04-21,Vest,20,6
2020-04-22,Vest,20,6
2020-04-23,Vest,18,5
2020-04-24,Vest,19,5
2020-04-25,Vest,15,5
2020-04-26,Vest,18,5
2020-04-27,Vest,16,6
2020-04-28,Vest,16,6
2020-04-29,Vest,15,5
2020-04-30,Vest,13,5
2020-05-01,Vest,11,4
2020-05-02,Vest,12,4
2020-05-03,Vest,11,4
2020-05-04,Vest,11,3
2020-05-05,Vest,12,3
2020-05-06,Vest,11,2
2020-05-07,Vest,11,2
2020-05-08,Vest,11,2
2020-05-09,Vest,11,2
2020-05-10,Vest,10,1
2020-05-11,Vest,10,1
2020-05-12,Vest,10,1
2020-05-13,Vest,8,1
2020-05-14,Vest,8,1
2020-05-15,Vest,7,1
2020-05-16,Vest,7,1
2020-05-17,Vest,7,1
2020-05-18,Vest,7,1
2020-05-19,Vest,6,1
2020-05-20,Vest,3,0
2020-05-21,Vest,2,0
2020-05-22,Vest,2,0
2020-05-23,Vest,2,0
2020-05-24,Vest,2,0
2020-05-25,Vest,2,0
2020-05-26,Vest,2,1
2020-05-27,Vest,2,0
2020-05-28,Vest,2,1
2020-05-29,Vest,2,0
2020-05-30,Vest,1,0
2020-05-31,Vest,1,0
2020-06-01,Vest,1,0
2020-06-02,Vest,1,0
2020-06-03,Vest,0,0
2020-06-04,Vest,0,0
2020-06-05,Vest,0,0
2020-06-08,Vest,0,0
2020-06-09,Vest,1,0
2020-06-10,Vest,1,0
2020-06-11,Vest,2,0
2020-06-12,Vest,1,0
2020-06-15,Vest,0,0
2020-06-16,Vest,0,0
2020-06-17,Vest,1,0
2020-06-18,Vest,2,0
2020-06-19,Vest,0,0
2020-06-22,Vest,0,0
2020-06-23,Vest,0,0
2020-06-24,Vest,0,0
2020-06-25,Vest,0,0
2020-06-26,Vest,0,0
2020-06-29,Vest,0,0
2020-06-30,Vest,0,0
2020-07-01,Vest,0,0
2020-07-02,Vest,0,0
2020-07-03,Vest,1,0
2020-07-06,Vest,1,0
2020-07-07,Vest,1,0
2020-07-08,Vest,1,0
2020-07-09,Vest,1,0
2020-07-10,Vest,0,0
2020-07-13,Vest,0,0
2020-07-14,Vest,0,0
2020-07-15,Vest,0,0
2020-07-16,Vest,0,0
2020-07-17,Vest,0,0
2020-07-20,Vest,2,0
2020-07-21,Vest,2,0
2020-07-22,Vest,1,0
2020-07-23,Vest,1,0
2020-07-24,Vest,0,0
2020-07-27,Vest,0,0
2020-07-28,Vest,0,0
2020-07-29,Vest,0,0
2020-07-30,Vest,0,0
2020-07-31,Vest,0,0
2020-08-03,Vest,2,0
2020-08-04,Vest,1,0
2020-08-05,Vest,1,0
2020-08-06,Vest,3,0
2020-08-07,Vest,3,0
2020-08-10,Vest,2,0
2020-08-11,Vest,1,0
2020-08-12,Vest,1,0
2020-08-13,Vest,1,0
2020-08-14,Vest,0,0
2020-08-17,Vest,1,0
2020-08-18,Vest,1,0
2020-08-19,Vest,1,0
2020-08-20,Vest,1,0
2020-08-21,Vest,2,0
2020-08-24,Vest,2,0
2020-08-25,Vest,3,0
2020-08-26,Vest,3,0
2020-08-27,Vest,2,0
2020-08-28,Vest,2,0
2020-08-31,Vest,1,1
2020-09-01,Vest,1,1
2020-09-02,Vest,1,1
2020-09-03,Vest,2,1
2020-09-04,Vest,3,1
2020-09-07,Vest,3,0
2020-09-08,Vest,2,0
2020-09-09,Vest,1,0
2020-09-10,Vest,2,0
2020-09-11,Vest,2,0
2020-09-14,Vest,5,0
2020-09-15,Vest,5,0
2020-09-16,Vest,6,0
2020-09-17,Vest,5,0
2020-09-18,Vest,3,0
2020-09-21,Vest,6,0
2020-09-22,Vest,5,0
2020-09-23,Vest,4,0
2020-09-24,Vest,7,0
2020-09-25,Vest,6,0
2020-09-28,Vest,5,0
2020-09-29,Vest,6,0
2020-09-30,Vest,8,0
2020-10-01,Vest,8,0
2020-10-02,Vest,9,0
2020-10-05,Vest,4,0
2020-10-06,Vest,2,0
2020-10-07,Vest,4,0
2020-10-08,Vest,5,0
2020-10-09,Vest,4,0
2020-10-12,Vest,1,0
2020-10-13,Vest,0,0
2020-10-14,Vest,1,0
2020-10-15,Vest,1,0
2020-10-16,Vest,2,0
2020-10-19,Vest,3,0
2020-10-20,Vest,2,0
2020-10-21,Vest,3,0
2020-10-22,Vest,7,0
2020-10-23,Vest,5,0
2020-10-26,Vest,12,0
2020-10-27,Vest,9,0
2020-10-28,Vest,7,0
2020-10-29,Vest,6,0
2020-10-30,Vest,9,0
2020-10-31,Vest,8,0
2020-11-01,Vest,10,0
2020-11-02,Vest,8,0
2020-11-03,Vest,5,0
2020-11-04,Vest,8,0
2020-11-05,Vest,7,1
2020-11-06,Vest,8,1
2020-11-07,Vest,6,2
2020-11-08,Vest,6,2
2020-11-09,Vest,8,2
2020-11-10,Vest,10,2
2020-11-11,Vest,11,2
2020-11-12,Vest,11,1
2020-11-13,Vest,12,1
2020-11-14,Vest,11,1
2020-11-15,Vest,13,1
2020-11-16,Vest,21,2
2020-11-17,Vest,18,2
2020-11-18,Vest,20,3
2020-11-19,Vest,19,2
2020-11-20,Vest,15,2
2020-11-21,Vest,12,2
2020-11-22,Vest,13,4
2020-11-23,Vest,15,4
2020-11-24,Vest,12,4
2020-11-25,Vest,13,4
2020-11-26,Vest,13,4
2020-11-27,Vest,11,3
2020-11-28,Vest,12,4
2020-11-29,Vest,8,3
2020-11-30,Vest,10,3
2020-12-01,Vest,11,3
2020-12-02,Vest,12,3
2020-12-03,Vest,12,3
2020-12-04,Vest,11,3
2020-12-05,Vest,10,3
2020-12-06,Vest,9,3
2020-12-07,Vest,11,3
2020-12-08,Vest,10,3
2020-12-09,Vest,12,3
2020-12-10,Vest,12,3
2020-12-11,Vest,11,3
2020-12-12,Vest,8,2
2020-12-13,Vest,7,2
2020-12-14,Vest,8,2
2020-12-15,Vest,6,2
2020-12-16,Vest,7,2
2020-12-17,Vest,4,2
2020-12-18,Vest,4,1
2020-12-19,Vest,7,2
2020-12-20,Vest,7,2
2020-12-21,Vest,8,2
2020-12-22,Vest,6,2
2020-12-23,Vest,5,2
2020-12-24,Vest,7,2
2020-12-25,Vest,6,2
2020-12-26,Vest,4,2
2020-12-27,Vest,6,2
2020-12-28,Vest,8,2
2020-12-29,Vest,9,2
2020-12-30,Vest,8,2
2020-12-31,Vest,9,1
2021-01-01,Vest,8,1
2021-01-02,Vest,8,1
2021-01-03,Vest,9,0
2021-01-04,Vest,12,1
2021-01-05,Vest,18,2
2021-01-06,Vest,16,3
2021-01-07,Vest,17,3
2021-01-08,Vest,16,4
2021-01-09,Vest,14,5
2021-01-10,Vest,15,5
2021-01-11,Vest,14,6
2021-01-12,Vest,14,5
2021-01-13,Vest,17,5
2021-01-14,Vest,24,5
2021-01-15,Vest,25,4
2021-01-16,Vest,21,5
2021-01-17,Vest,23,5
2021-01-18,Vest,19,4
2021-01-19,Vest,16,3
2021-01-20,Vest,14,4
2021-01-21,Vest,13,5
2021-01-22,Vest,15,5
2021-01-23,Vest,17,6
2021-01-24,Vest,17,6
2021-01-25,Vest,16,6
2021-01-26,Vest,13,4
2021-01-27,Vest,9,3
2021-01-28,Vest,8,4
2021-01-29,Vest,13,2
2021-01-30,Vest,8,2
2021-01-31,Vest,10,2
2021-02-01,Vest,13,3
2021-02-02,Vest,13,3
2021-02-03,Vest,14,3
2021-02-04,Vest,14,3
2021-02-05,Vest,14,3
2021-02-06,Vest,11,3
2021-02-07,Vest,12,4
2021-02-08,Vest,13,4
2021-02-09,Vest,17,4
2021-02-10,Vest,18,4
2021-02-11,Vest,15,5
2021-02-12,Vest,14,5
2021-02-13,Vest,12,4
2021-02-14,Vest,12,5
2021-02-15,Vest,12,5
2021-02-16,Vest,15,5
2021-02-17,Vest,9,4
2021-02-18,Vest,8,4
2021-02-19,Vest,9,4
2021-02-20,Vest,12,3
2021-02-21,Vest,12,3
2021-02-22,Vest,12,6
2021-02-23,Vest,13,6
2021-02-24,Vest,13,5
2021-02-25,Vest,13,5
2021-02-26,Vest,9,3
2021-02-27,Vest,10,6
2021-02-28,Vest,10,5
2021-03-01,Vest,10,6
2021-03-02,Vest,8,5
2021-03-03,Vest,10,4
2021-03-04,Vest,8,4
2021-03-05,Vest,7,3
2021-03-06,Vest,8,3
2021-03-07,Vest,8,2
2021-03-08,Vest,9,2
2021-03-09,Vest,10,2
2021-03-10,Vest,9,2
2021-03-11,Vest,9,2
2021-03-12,Vest,5,1
2021-03-13,Vest,8,1
2021-03-14,Vest,11,1
2021-03-15,Vest,12,1
2021-03-16,Vest,13,0
2021-03-17,Vest,12,2
2021-03-18,Vest,15,2
2021-03-19,Vest,17,2
2021-03-20,Vest,16,2
2021-03-21,Vest,16,2
2021-03-22,Vest,18,1
2021-03-23,Vest,20,2
2021-03-24,Vest,21,2
2021-03-25,Vest,26,3
2021-03-26,Vest,23,3
2021-03-27,Vest,26,2
2021-03-28,Vest,30,3
2021-03-29,Vest,25,3
2021-03-30,Vest,25,3
2021-03-31,Vest,24,3
2021-04-01,Vest,23,3
2021-04-02,Vest,22,3
2021-04-03,Vest,25,3
2021-04-04,Vest,23,3
2021-04-05,Vest,28,3
2021-04-06,Vest,31,2
2021-04-07,Vest,31,3
2021-04-08,Vest,32,3
2021-04-09,Vest,26,2
2021-04-10,Vest,30,2
2021-04-11,Vest,25,2
2021-04-12,Vest,28,1
2021-04-13,Vest,34,3
2021-04-14,Vest,32,3
2021-04-15,Vest,27,3
2021-04-16,Vest,33,4
2021-04-17,Vest,30,5
2021-04-18,Vest,24,5
2021-04-19,Vest,28,5
2021-04-20,Vest,34,6
2021-04-21,Vest,32,7
2021-04-22,Vest,29,6
2021-04-23,Vest,26,6
2021-04-24,Vest,28,5
2021-04-25,Vest,28,6
